-----------------------------------
ORIGINAL
  x-pos   y-pos   ft/min  min/mile
   1442    6646      499     10:34
   1468    6669      490     10:46
   1486    6696      458     11:31
   1489    6726      425     12:25
   1481    6760      493     10:42
   1469    6796      535      9:52
   1459    6835      568      9:17
   1451    6874      562      9:23
   1438    6913      580      9:06
   1421    6950      574      9:11
   1405    6984      530      9:57
   1399    7015      445     11:51
   1402    7043      397     13:17
   1411    7070      401     13:10
   1413    7098      396     13:20
   1414    7130      451     11:42
   1415    7163      466     11:19
   1423    7197      493     10:42
   1433    7229      473     11:09
   1442    7262      482     10:57
   1447    7297      499     10:34
   1450    7335      538      9:48
   1454    7371      511     10:19
   1458    7408      525     10:03
   1465    7446      545      9:41
   1473    7488      603      8:45
   1479    7531      612      8:37
   1479    7574      607      8:41
   1480    7616      593      8:54
   1487    7654      545      9:41
   1504    7688      536      9:51
   1526    7718      525     10:03
   1549    7748      533      9:54
   1569    7781      544      9:42
   1589    7815      556      9:29
   1608    7849      549      9:37
   1627    7881      525     10:03
   1647    7914      544      9:42
   1670    7946      556      9:29
   1698    7976      579      9:07
   1732    8001      595      8:52
   1768    8028      635      8:18
   1801    8056      610      8:39
   1824    8087      544      9:42
   1838    8119      493     10:42
   1842    8154      497     10:37
   1843    8191      522     10:06
   1841    8228      523     10:05
   1838    8264      509     10:22
   1832    8302      543      9:43
   1825    8341      559      9:26
   1821    8382      581      9:05
   1825    8421      553      9:32
   1839    8454      506     10:26
   1860    8482      494     10:41
   1884    8509      509     10:22
   1903    8540      513     10:17
   1920    8573      524     10:04
   1937    8606      524     10:04
   1957    8638      532      9:55
   1976    8671      537      9:49
   1991    8704      511     10:19
   2006    8735      486     10:51
   2024    8765      493     10:42
   2040    8797      505     10:27
   2050    8833      527     10:01
   2054    8870      525     10:03
   2068    8904      519     10:10
   2096    8931      549      9:37
   2142    8948      692      7:37
   2186    8961      647      8:09
   2220    8979      543      9:43
   2238    9009      493     10:42
   2245    9045      517     10:12
   2246    9082      522     10:06
   2248    9116      480     11:00
   2249    9148      451     11:42
   2255    9180      459     11:30
   2257    9218      537      9:49
   2266    9258      578      9:08
   2274    9296      548      9:38
   2285    9330      504     10:28
   2288    9365      495     10:39
   2286    9405      565      9:20
   2277    9447      606      8:42
   2272    9487      569      9:16
   2272    9522      494     10:41
   2277    9552      429     12:18
   2280    9579      383     13:47
   2281    9605      367     14:23
   2286    9634      415     12:43
   2295    9667      482     10:57
   2305    9705      554      9:31
   2311    9746      584      9:02
   2314    9786      566      9:19
   2320    9824      543      9:43
   2329    9861      537      9:49
   2338    9898      537      9:49
   2346    9934      520     10:09
   2353    9970      517     10:12
   2353   10010      564      9:21
   2352   10055      635      8:18
   2352   10102      663      7:57
   2363   10142      585      9:01
   2376   10177      527     10:01
   2385   10211      496     10:38
   2386   10248      522     10:06
   2387   10284      508     10:23
   2393   10320      515     10:15
   2401   10355      506     10:26
   2411   10391      527     10:01
   2421   10427      527     10:01
   2432   10462      517     10:12
   2444   10496      509     10:22
   2458   10529      506     10:26
   2471   10562      500     10:33
   2485   10594      493     10:42
   2499   10625      480     11:00
   2513   10658      506     10:26
   2522   10693      510     10:21
   2527   10731      541      9:45
   2530   10769      538      9:48
   2535   10808      555      9:30
   2541   10846      543      9:43
   2551   10883      541      9:45
   2566   10918      537      9:49
   2589   10951      567      9:18
   2612   10984      567      9:18
   2631   11017      537      9:49
   2644   11052      527     10:01
   2652   11087      506     10:26
   2658   11123      515     10:15
   2662   11158      497     10:37
   2669   11192      490     10:46
   2676   11224      462     11:25
   2684   11247      343     15:23
   2689   11254      121     43:38
   2690   11237      240     22:00
   2688   11207      424     12:27
   2681   11169      545      9:41
   2673   11132      534      9:53
   2664   11096      523     10:05
   2655   11060      523     10:05
   2643   11022      562      9:23
   2629   10984      571      9:14
   2614   10944      603      8:45
   2598   10906      582      9:04
   2579   10871      562      9:23
   2559   10840      520     10:09
   2541   10809      506     10:26
   2531   10777      473     11:09
   2523   10743      493     10:42
   2514   10708      510     10:21
   2499   10673      537      9:49
   2483   10640      517     10:12
   2468   10604      550      9:35
   2454   10568      545      9:41
   2442   10530      562      9:23
   2428   10491      584      9:02
   2418   10451      582      9:04
   2407   10411      585      9:01
   2398   10374      537      9:49
   2389   10337      537      9:49
   2381   10302      506     10:26
   2371   10268      500     10:33
   2361   10234      500     10:33
   2350   10199      517     10:12
   2338   10161      562      9:23
   2324   10123      571      9:14
   2310   10084      584      9:02
   2296   10045      584      9:02
   2281   10007      576      9:09
   2266    9968      589      8:57
   2251    9928      603      8:45
   2239    9888      589      8:57
   2230    9851      537      9:49
   2224    9815      515     10:15
   2219    9782      471     11:12
   2220    9750      451     11:42
   2227    9718      462     11:25
   2235    9684      493     10:42
   2243    9648      520     10:09
   2248    9611      527     10:01
   2256    9573      548      9:38
   2262    9534      557      9:28
   2264    9493      579      9:07
   2260    9452      581      9:05
   2255    9412      569      9:16
   2252    9374      538      9:48
   2252    9336      536      9:51
   2256    9298      539      9:47
   2259    9263      495     10:39
   2260    9231      451     11:42
   2254    9200      445     11:51
   2247    9167      476     11:05
   2240    9131      517     10:12
   2236    9095      511     10:19
   2231    9060      499     10:34
   2224    9023      531      9:56
   2216    8986      534      9:53
   2209    8949      531      9:56
   2204    8912      527     10:01
   2202    8875      523     10:05
   2199    8837      538      9:48
   2190    8801      523     10:05
   2176    8766      532      9:55
   2158    8731      555      9:30
   2139    8697      549      9:37
   2118    8664      552      9:33
   2096    8633      536      9:51
   2073    8601      556      9:29
   2052    8570      528     10:00
   2030    8539      536      9:51
   2008    8512      491     10:45
   1986    8485      491     10:45
   1964    8457      502     10:31
   1945    8424      537      9:49
   1928    8390      536      9:51
   1915    8353      553      9:32
   1904    8314      572      9:13
   1894    8273      595      8:52
   1882    8231      616      8:34
   1867    8189      629      8:23
   1854    8149      593      8:54
   1845    8110      565      9:20
   1838    8073      531      9:56
   1828    8037      527     10:01
   1814    8004      506     10:26
   1796    7971      530      9:57
   1775    7938      552      9:33
   1754    7905      552      9:33
   1732    7873      548      9:38
   1710    7841      548      9:38
   1685    7812      540      9:46
   1660    7783      540      9:46
   1634    7757      519     10:10
   1609    7730      519     10:10
   1583    7702      539      9:47
   1556    7673      559      9:26
   1529    7644      559      9:26
   1504    7615      540      9:46
   1484    7585      509     10:22
   1466    7551      543      9:43
   1452    7514      558      9:27
   1438    7477      558      9:27
   1425    7439      566      9:19
   1417    7403      520     10:09
   1411    7367      515     10:15
   1407    7331      511     10:19
   1402    7295      513     10:17
   1400    7259      509     10:22
   1397    7224      495     10:39
   1395    7188      509     10:22
   1391    7151      525     10:03
   1392    7112      550      9:35
   1401    7076      523     10:05
   1416    7044      498     10:36
   1434    7015      481     10:58
   1450    6983      505     10:27
   1459    6946      537      9:49
   1465    6903      612      8:37
   1467    6862      579      9:07
   1475    6823      562      9:23
   1489    6788      532      9:55
   1505    6754      530      9:57
   1515    6719      513     10:17
   1520    6684      499     10:34
   1518    6648      509     10:22
   1511    6612      517     10:12
   1498    6579      500     10:33
   1476    6554      470     11:14
   1447    6538      467     11:18
   1413    6527      504     10:28
   1378    6517      513     10:17
   1343    6503      532      9:55
   1308    6488      537      9:49
   1274    6474      519     10:10
   1240    6465      496     10:38
   1207    6454      491     10:45
   1174    6442      495     10:39
   1142    6426      505     10:27
   1108    6410      530      9:57
   1074    6393      536      9:51
   1039    6378      537      9:49
   1004    6360      555      9:30
    968    6344      556      9:29
    933    6327      549      9:37
    901    6313      493     10:42
    872    6296      474     11:08
    841    6283      474     11:08
    809    6271      482     10:57
    776    6260      491     10:45
    748    6242      469     11:15
    720    6218      520     10:09
    694    6186      582      9:04
    667    6155      580      9:06
    639    6124      589      8:57
    610    6095      578      9:08
    581    6067      569      9:16
    554    6036      580      9:06
    531    6004      556      9:29
    512    5970      549      9:37
    496    5936      530      9:57
    481    5900      550      9:35
    466    5864      550      9:35
    450    5828      556      9:29
    435    5793      537      9:49
    419    5760      517     10:12
    406    5727      500     10:33
    396    5694      486     10:51
    390    5658      515     10:15
    386    5622      511     10:19
    387    5586      508     10:23
    388    5552      480     11:00
    388    5517      494     10:41
    387    5480      522     10:06
    387    5441      550      9:35
    387    5404      522     10:06
    386    5366      536      9:51
    385    5330      508     10:23
    386    5291      550      9:35
    389    5252      552      9:33
    393    5214      539      9:47
    398    5178      513     10:17
    403    5142      513     10:17
    406    5104      538      9:48
    407    5067      522     10:06
    409    5029      537      9:49
    410    4992      522     10:06
    414    4954      539      9:47
    419    4916      541      9:45
    425    4880      515     10:15
    432    4846      490     10:46
    441    4811      510     10:21
    452    4777      504     10:28
    461    4742      510     10:21
    469    4706      520     10:09
    476    4669      531      9:56
    486    4632      541      9:45
    498    4596      535      9:52
    507    4562      496     10:38
    507    4530      451     11:42
    497    4498      473     11:09
    485    4465      495     10:39
    480    4429      513     10:17
    483    4391      538      9:48
    495    4353      562      9:23
    511    4318      543      9:43
    529    4285      530      9:57
    543    4250      532      9:55
    552    4213      537      9:49
    555    4173      566      9:19
    558    4135      538      9:48
    561    4097      538      9:48
    564    4059      538      9:48
    563    4021      536      9:51
    558    3985      513     10:17
    553    3949      513     10:17
    551    3913      509     10:22
    555    3876      525     10:03
    561    3837      557      9:28
    571    3798      568      9:17
    580    3760      551      9:34
    594    3726      519     10:10
    607    3694      487     10:50
    621    3660      519     10:10
    631    3625      513     10:17
    637    3589      515     10:15
    641    3554      497     10:37
    642    3520      480     11:00
    645    3485      495     10:39
    650    3449      513     10:17
    659    3413      523     10:05
    665    3373      571      9:14
    671    3333      571      9:14
    678    3293      573      9:12
    689    3256      544      9:42
    705    3220      556      9:29
    725    3188      532      9:55
    744    3156      525     10:03
    762    3124      518     10:11
    779    3091      524     10:04
    793    3055      545      9:41
    804    3020      517     10:12
    815    2986      504     10:28
    827    2953      495     10:39
    839    2918      522     10:06
    850    2881      544      9:42
    860    2842      568      9:17
    868    2802      575      9:10
    874    2760      598      8:49
    882    2719      589      8:57
    896    2682      558      9:27
    916    2649      544      9:42
    939    2619      533      9:54
    965    2588      571      9:14
    990    2554      595      8:52
   1012    2518      595      8:52
   1030    2482      568      9:17
   1045    2445      563      9:22
   1062    2412      524     10:04
   1080    2383      481     10:58
   1100    2357      463     11:24
   1117    2326      499     10:34
   1131    2290      545      9:41
   1140    2251      565      9:20
   1145    2212      555      9:30
   1147    2173      551      9:34
   1145    2135      537      9:49
   1141    2098      525     10:03
   1137    2062      511     10:19
   1138    2025      522     10:06
   1142    1990      497     10:37
   1149    1956      490     10:46
   1153    1920      511     10:19
   1155    1881      551      9:34
   1152    1839      594      8:53
   1149    1799      566      9:19
   1149    1759      564      9:21
   1149    1723      508     10:23
   1146    1686      524     10:04
   1132    1653      506     10:26
   1117    1619      524     10:04
   1101    1586      517     10:12
   1087    1553      506     10:26
   1071    1523      480     11:00
   1050    1495      494     10:41
   1029    1464      528     10:00
   1009    1433      520     10:09
    994    1399      524     10:04
    980    1363      545      9:41
    970    1322      595      8:52
    961    1283      565      9:20
    955    1244      557      9:28
    949    1208      515     10:15
    942    1173      503     10:29
    930    1140      495     10:39
    913    1109      499     10:34
    897    1078      492     10:43
    887    1046      473     11:09
    884    1013      467     11:18
    878     977      515     10:15
    863     944      511     10:19
    841     911      559      9:26
    815     880      571      9:14
    792     849      544      9:42
    769     816      567      9:18
    746     783      567      9:18
    722     749      587      8:59
    696     715      604      8:44
    672     680      599      8:48
    649     648      556      9:29
    630     617      513     10:17
    608     587      525     10:03
    585     555      556      9:29
    560     524      562      9:23
    536     493      553      9:32
    516     463      509     10:22
    500     432      492     10:43
    484     398      530      9:57
    465     367      513     10:17
    444     336      528     10:00
    423     304      540      9:46
    403     274      509     10:22
    379     242      564      9:21
    348     210      628      8:24
    315     175      679      7:46
    284     144      618      8:32
    255     117      559      9:26
    225      98      501     10:32
    191      84      519     10:10
    155      69      550      9:35
    119      49      581      9:05
     84      25      599      8:48
     50       0      595      8:52
RECURSE  0.39% change
RECURSIVE FILTERED
  x-pos   y-pos   ft/min  min/mile
      0      19        0       N/A
     34      35      530      9:57
     68      51      530      9:57
    101      69      530      9:57
    135      88      549      9:37
    170     108      569      9:16
    205     128      569      9:16
    236     147      513     10:17
    263     169      491     10:45
    285     194      470     11:14
    302     225      499     10:34
    316     259      519     10:10
    327     295      531      9:56
    339     329      509     10:22
    353     362      506     10:26
    370     393      499     10:34
    390     424      520     10:09
    410     457      544      9:42
    430     491      556      9:29
    448     524      530      9:57
    464     557      517     10:12
    479     590      511     10:19
    493     624      519     10:10
    506     658      513     10:17
    520     691      506     10:26
    538     722      506     10:26
    561     751      522     10:06
    588     777      529      9:58
    620     802      573      9:12
    654     823      564      9:21
    687     847      576      9:09
    716     874      559      9:26
    739     906      556      9:29
    760     937      528     10:00
    780     968      520     10:09
    800     999      520     10:09
    817    1032      524     10:04
    831    1066      519     10:10
    843    1100      509     10:22
    856    1133      500     10:33
    871    1166      511     10:19
    886    1199      511     10:19
    901    1234      537      9:49
    915    1269      532      9:55
    930    1303      524     10:04
    947    1333      486     10:51
    968    1360      482     10:57
    991    1383      459     11:30
   1015    1407      479     11:01
   1040    1433      509     10:22
   1061    1464      528     10:00
   1079    1498      543      9:43
   1091    1534      535      9:52
   1099    1573      562      9:23
   1105    1613      571      9:14
   1110    1652      555      9:30
   1116    1689      529      9:58
   1123    1726      531      9:56
   1128    1763      527     10:01
   1132    1799      511     10:19
   1132    1834      494     10:41
   1131    1869      494     10:41
   1129    1904      494     10:41
   1127    1941      523     10:05
   1124    1979      538      9:48
   1124    2015      508     10:23
   1125    2049      480     11:00
   1124    2081      451     11:42
   1118    2113      459     11:30
   1106    2148      522     10:06
   1092    2186      571      9:14
   1077    2223      563      9:22
   1064    2260      553      9:32
   1049    2296      550      9:35
   1033    2331      543      9:43
   1015    2365      543      9:43
    997    2399      543      9:43
    980    2435      562      9:23
    962    2474      606      8:42
    942    2514      631      8:22
    923    2556      650      8:07
    906    2598      639      8:15
    892    2641      638      8:16
    878    2683      625      8:26
    864    2725      625      8:26
    851    2767      620      8:30
    839    2807      589      8:57
    826    2845      566      9:19
    812    2882      558      9:27
    797    2918      550      9:35
    781    2953      543      9:43
    765    2987      530      9:57
    748    3021      536      9:51
    732    3057      556      9:29
    719    3096      580      9:06
    708    3137      599      8:48
    700    3178      589      8:57
    691    3217      565      9:20
    680    3254      544      9:42
    668    3291      549      9:37
    657    3329      558      9:27
    646    3368      572      9:13
    638    3406      548      9:38
    630    3442      520     10:09
    626    3477      497     10:37
    622    3511      483     10:55
    620    3546      494     10:41
    615    3582      513     10:17
    609    3618      515     10:15
    602    3654      517     10:12
    597    3691      527     10:01
    593    3730      553      9:32
    590    3770      566      9:19
    586    3810      567      9:18
    582    3846      511     10:19
    581    3880      480     11:00
    580    3912      451     11:42
    583    3946      481     10:58
    586    3982      509     10:22
    590    4018      511     10:19
    591    4056      536      9:51
    585    4096      571      9:14
    574    4138      612      8:37
    559    4180      629      8:23
    545    4221      611      8:38
    532    4260      580      9:06
    521    4298      558      9:27
    512    4335      537      9:49
    503    4371      523     10:05
    495    4406      506     10:26
    486    4442      523     10:05
    479    4478      517     10:12
    472    4514      517     10:12
    464    4550      520     10:09
    454    4586      527     10:01
    445    4621      510     10:21
    436    4657      523     10:05
    427    4694      537      9:49
    418    4733      565      9:20
    410    4777      631      8:22
    403    4826      698      7:33
    397    4878      738      7:09
    394    4930      735      7:11
    392    4979      692      7:37
    391    5023      621      8:30
    390    5061      536      9:51
    389    5097      508     10:23
    388    5131      480     11:00
    388    5166      494     10:41
    388    5202      508     10:23
    386    5240      537      9:49
    383    5277      524     10:04
    382    5313      508     10:23
    384    5348      494     10:41
    390    5382      487     10:50
    396    5418      515     10:15
    400    5455      525     10:03
    399    5493      536      9:51
    395    5531      539      9:47
    394    5568      522     10:06
    397    5604      509     10:22
    405    5639      506     10:26
    417    5672      495     10:39
    431    5704      493     10:42
    445    5736      493     10:42
    456    5768      477     11:04
    466    5800      473     11:09
    476    5834      500     10:33
    487    5870      531      9:56
    498    5910      585      9:01
    508    5950      582      9:04
    518    5989      568      9:17
    532    6022      506     10:26
    549    6051      474     11:08
    567    6079      469     11:15
    583    6109      480     11:00
    598    6140      486     10:51
    616    6171      506     10:26
    639    6198      500     10:33
    667    6224      539      9:47
    699    6247      556      9:29
    732    6271      576      9:09
    765    6295      576      9:09
    797    6320      573      9:12
    828    6346      571      9:14
    857    6369      522     10:06
    884    6386      450     11:43
    908    6401      399     13:13
    933    6416      411     12:50
    962    6433      474     11:08
    997    6449      543      9:43
   1034    6461      549      9:37
   1072    6467      543      9:43
   1109    6472      527     10:01
   1144    6479      503     10:29
   1178    6488      496     10:38
   1212    6499      504     10:28
   1245    6508      482     10:57
   1278    6517      482     10:57
   1308    6529      456     11:34
   1338    6547      493     10:42
   1364    6571      499     10:34
   1390    6596      509     10:22
   1416    6622      519     10:10
   1442    6645      490     10:46
   1465    6670      479     11:01
   1481    6697      443     11:55
   1485    6727      427     12:21
   1479    6760      473     11:09
   1469    6797      541      9:45
   1459    6835      554      9:31
   1449    6874      568      9:17
   1436    6912      566      9:19
   1421    6949      563      9:22
   1408    6983      513     10:17
   1402    7014      445     11:51
   1404    7042      396     13:20
   1408    7070      399     13:13
   1412    7099      413     12:47
   1414    7130      438     12:03
   1417    7163      467     11:18
   1423    7196      473     11:09
   1432    7229      482     10:57
   1440    7262      479     11:01
   1446    7298      515     10:15
   1450    7334      511     10:19
   1454    7371      525     10:03
   1459    7408      527     10:01
   1465    7447      557      9:28
   1472    7488      587      8:59
   1477    7531      611      8:38
   1479    7573      593      8:54
   1482    7614      580      9:06
   1490    7652      548      9:38
   1505    7686      524     10:04
   1526    7718      540      9:46
   1548    7749      536      9:51
   1569    7781      540      9:46
   1588    7815      549      9:37
   1608    7848      544      9:42
   1627    7881      537      9:49
   1648    7913      540      9:46
   1671    7945      556      9:29
   1700    7974      578      9:08
   1732    8001      591      8:56
   1767    8028      624      8:27
   1797    8057      589      8:57
   1821    8087      542      9:44
   1834    8120      500     10:33
   1841    8154      490     10:46
   1842    8191      522     10:06
   1840    8227      509     10:22
   1837    8264      524     10:04
   1831    8302      543      9:43
   1826    8341      555      9:30
   1823    8381      566      9:19
   1828    8419      541      9:45
   1841    8452      500     10:33
   1861    8481      497     10:37
   1882    8510      505     10:27
   1902    8540      509     10:22
   1920    8573      530      9:57
   1938    8605      518     10:11
   1956    8638      530      9:57
   1974    8671      530      9:57
   1991    8703      511     10:19
   2007    8734      492     10:43
   2023    8765      492     10:43
   2038    8798      511     10:19
   2048    8833      513     10:17
   2057    8869      523     10:05
   2072    8901      498     10:36
   2102    8927      560      9:25
   2141    8946      612      8:37
   2182    8962      621      8:30
   2214    8983      540      9:46
   2234    9011      485     10:53
   2243    9045      496     10:38
   2246    9081      509     10:22
   2247    9115      480     11:00
   2250    9148      467     11:18
   2253    9182      481     10:58
   2259    9218      515     10:15
   2265    9257      557      9:28
   2275    9294      541      9:45
   2282    9330      517     10:12
   2286    9366      511     10:19
   2283    9405      552      9:33
   2278    9446      583      9:03
   2273    9485      555      9:30
   2273    9520      494     10:41
   2276    9551      439     12:01
   2279    9578      383     13:47
   2282    9606      397     13:17
   2287    9635      415     12:43
   2295    9668      479     11:01
   2303    9706      548      9:38
   2310    9745      559      9:26
   2315    9785      569      9:16
   2321    9823      543      9:43
   2329    9861      548      9:38
   2337    9897      520     10:09
   2345    9934      534      9:53
   2350    9971      527     10:01
   2352   10011      565      9:20
   2352   10055      621      8:30
   2355   10099      622      8:29
   2363   10140      589      8:57
   2374   10176      531      9:56
   2382   10212      520     10:09
   2386   10247      497     10:37
   2388   10284      523     10:05
   2393   10319      499     10:34
   2401   10355      520     10:09
   2411   10391      527     10:01
   2421   10426      513     10:17
   2432   10461      517     10:12
   2444   10495      509     10:22
   2457   10529      513     10:17
   2471   10561      493     10:42
   2485   10593      493     10:42
   2499   10625      493     10:42
   2511   10658      495     10:39
   2520   10694      523     10:05
   2526   10731      529      9:58
   2530   10769      539      9:47
   2535   10807      541      9:45
   2542   10845      545      9:41
   2552   10882      541      9:45
   2568   10917      543      9:43
   2589   10951      564      9:21
   2610   10984      552      9:33
   2629   11017      537      9:49
   2642   11052      527     10:01
   2651   11087      510     10:21
   2657   11122      501     10:32
   2663   11157      501     10:32
   2669   11191      487     10:50
   2676   11221      434     12:09
   2683   11241      299     17:39
   2687   11246       90     58:39
   2689   11232      199     26:31
   2686   11204      397     13:17
   2680   11169      501     10:32
   2672   11132      534      9:53
   2664   11096      520     10:09
   2654   11059      541      9:45
   2642   11022      549      9:37
   2628   10983      584      9:02
   2613   10944      589      8:57
   2597   10907      569      9:16
   2578   10872      562      9:23
   2559   10840      525     10:03
   2543   10808      505     10:27
   2531   10776      482     10:57
   2522   10742      496     10:38
   2512   10708      500     10:33
   2498   10673      532      9:55
   2483   10639      524     10:04
   2468   10604      537      9:49
   2454   10567      558      9:27
   2441   10529      566      9:19
   2429   10490      576      9:09
   2417   10451      576      9:09
   2407   10412      568      9:17
   2398   10374      551      9:34
   2389   10337      537      9:49
   2380   10302      510     10:21
   2371   10268      496     10:38
   2360   10233      517     10:12
   2349   10198      517     10:12
   2337   10161      549      9:37
   2324   10122      580      9:06
   2310   10084      571      9:14
   2295   10045      589      8:57
   2281   10006      584      9:02
   2266    9967      589      8:57
   2252    9928      584      9:02
   2240    9889      576      9:09
   2231    9851      551      9:34
   2224    9816      503     10:29
   2221    9782      481     10:58
   2222    9750      451     11:42
   2227    9717      471     11:12
   2235    9683      493     10:42
   2242    9647      517     10:12
   2249    9610      531      9:56
   2255    9572      543      9:43
   2260    9533      555      9:30
   2262    9493      565      9:20
   2259    9452      580      9:06
   2255    9412      567      9:18
   2253    9374      537      9:49
   2253    9336      536      9:51
   2255    9299      523     10:05
   2258    9264      495     10:39
   2257    9231      466     11:19
   2253    9199      455     11:36
   2247    9166      473     11:09
   2241    9131      501     10:32
   2235    9095      515     10:15
   2230    9059      513     10:17
   2223    9023      517     10:12
   2216    8986      531      9:56
   2209    8949      531      9:56
   2205    8912      525     10:03
   2201    8874      539      9:47
   2197    8837      525     10:03
   2188    8801      523     10:05
   2174    8766      532      9:55
   2157    8731      549      9:37
   2138    8697      549      9:37
   2117    8664      552      9:33
   2095    8632      548      9:38
   2073    8601      536      9:51
   2051    8570      536      9:51
   2030    8540      516     10:13
   2008    8512      502     10:31
   1986    8484      502     10:31
   1965    8455      505     10:27
   1945    8423      532      9:55
   1929    8389      530      9:57
   1915    8352      558      9:27
   1904    8313      572      9:13
   1893    8272      599      8:48
   1881    8231      603      8:45
   1867    8189      625      8:26
   1855    8149      589      8:57
   1845    8110      568      9:17
   1837    8073      534      9:53
   1826    8038      517     10:12
   1812    8004      519     10:10
   1795    7971      524     10:04
   1775    7938      544      9:42
   1753    7905      559      9:26
   1732    7873      540      9:46
   1709    7842      544      9:42
   1685    7812      542      9:44
   1659    7784      539      9:47
   1634    7756      529      9:58
   1608    7729      529      9:58
   1582    7701      539      9:47
   1556    7673      539      9:47
   1529    7644      559      9:26
   1505    7614      542      9:44
   1484    7583      528     10:00
   1467    7550      524     10:04
   1452    7514      550      9:35
   1438    7476      571      9:14
   1426    7439      549      9:37
   1417    7403      523     10:05
   1411    7367      515     10:15
   1406    7331      513     10:17
   1403    7295      509     10:22
   1399    7259      511     10:19
   1397    7223      509     10:22
   1394    7187      509     10:22
   1392    7150      523     10:05
   1394    7113      523     10:05
   1403    7077      523     10:05
   1417    7045      493     10:42
   1433    7014      492     10:43
   1447    6981      506     10:26
   1458    6944      544      9:42
   1463    6903      583      9:03
   1469    6862      584      9:02
   1477    6824      548      9:38
   1489    6788      535      9:52
   1503    6753      532      9:55
   1513    6719      500     10:33
   1517    6683      511     10:19
   1516    6648      494     10:41
   1509    6613      503     10:29
   1495    6581      493     10:42
   1473    6557      459     11:30
   1445    6539      469     11:15
   1412    6527      495     10:39
   1378    6515      509     10:22
   1343    6502      527     10:01
   1308    6488      532      9:55
   1274    6475      513     10:17
   1240    6464      504     10:28
   1207    6453      491     10:45
   1174    6440      500     10:33
   1141    6426      506     10:26
   1108    6409      524     10:04
   1073    6393      543      9:43
   1039    6377      530      9:57
   1003    6360      562      9:23
    968    6343      549      9:37
    934    6328      524     10:04
    902    6312      505     10:27
    871    6297      486     10:51
    840    6283      480     11:00
    808    6271      482     10:57
    777    6257      480     11:00
    748    6240      474     11:08
    720    6215      529      9:58
    693    6186      559      9:26
    666    6155      580      9:06
    638    6124      589      8:57
    610    6095      569      9:16
    581    6066      578      9:08
    555    6035      571      9:14
    532    6003      556      9:29
    513    5970      537      9:49
    496    5935      549      9:37
    481    5900      537      9:49
    465    5864      556      9:29
    450    5828      550      9:35
    434    5793      543      9:43
    420    5760      506     10:26
    407    5727      500     10:33
    397    5693      500     10:33
    390    5658      503     10:29
    387    5622      509     10:22
    387    5586      508     10:23
    387    5551      494     10:41
    387    5516      494     10:41
    387    5479      522     10:06
    387    5441      536      9:51
    386    5403      536      9:51
    386    5366      522     10:06
    385    5329      522     10:06
    386    5291      536      9:51
    389    5252      552      9:33
    393    5214      539      9:47
    398    5178      513     10:17
    402    5141      525     10:03
    405    5104      524     10:04
    407    5066      537      9:49
    408    5029      522     10:06
    411    4991      538      9:48
    414    4954      524     10:04
    419    4916      541      9:45
    425    4880      515     10:15
    432    4845      503     10:29
    441    4811      496     10:38
    451    4776      513     10:17
    460    4741      510     10:21
    468    4705      520     10:09
    477    4669      523     10:05
    486    4632      537      9:49
    497    4596      531      9:56
    504    4562      490     10:46
    503    4530      451     11:42
    496    4497      476     11:05
    487    4464      482     10:57
    482    4428      513     10:17
    486    4391      525     10:03
    496    4354      541      9:45
    511    4318      550      9:35
    527    4284      530      9:57
    541    4249      532      9:55
    550    4212      537      9:49
    555    4173      555      9:30
    558    4135      538      9:48
    561    4097      538      9:48
    562    4059      536      9:51
    561    4021      536      9:51
    558    3985      509     10:22
    554    3949      511     10:19
    553    3912      522     10:06
    555    3875      523     10:05
    562    3837      545      9:41
    570    3798      562      9:23
    581    3761      544      9:42
    593    3726      522     10:06
    607    3693      506     10:26
    619    3659      509     10:22
    629    3624      513     10:17
    636    3589      503     10:29
    640    3554      497     10:37
    642    3519      494     10:41
    645    3484      495     10:39
    651    3449      501     10:32
    658    3411      545      9:41
    665    3373      545      9:41
    671    3333      571      9:14
    679    3294      562      9:23
    690    3256      558      9:27
    706    3221      543      9:43
    724    3188      530      9:57
    743    3156      525     10:03
    761    3123      530      9:57
    778    3090      524     10:04
    792    3055      532      9:55
    804    3020      522     10:06
    815    2986      504     10:28
    827    2952      509     10:22
    838    2917      517     10:12
    849    2880      544      9:42
    859    2841      568      9:17
    867    2801      575      9:10
    874    2760      587      8:59
    884    2720      582      9:04
    898    2683      558      9:27
    917    2650      537      9:49
    940    2618      556      9:29
    964    2587      553      9:32
    989    2553      595      8:52
   1010    2518      576      9:09
   1029    2481      587      8:59
   1045    2446      543      9:43
   1062    2413      524     10:04
   1080    2384      481     10:58
   1099    2355      489     10:47
   1116    2324      499     10:34
   1129    2289      527     10:01
   1138    2251      551      9:34
   1144    2212      557      9:28
   1145    2173      550      9:35
   1144    2135      536      9:51
   1141    2098      524     10:04
   1138    2061      524     10:04
   1139    2025      508     10:23
   1143    1990      497     10:37
   1148    1955      499     10:34
   1152    1919      511     10:19
   1153    1880      550      9:35
   1152    1839      578      9:08
   1150    1799      565      9:20
   1149    1760      550      9:35
   1148    1722      536      9:51
   1142    1687      501     10:32
   1131    1652      517     10:12
   1116    1619      511     10:19
   1101    1586      511     10:19
   1086    1554      498     10:36
   1069    1523      499     10:34
   1050    1494      489     10:47
   1029    1464      516     10:13
   1010    1432      525     10:03
    994    1398      530      9:57
